,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
204,18,Paducah,1080000.0,1.08,2.791,0.033,5.785
205,18,Princeton,468000.0,0.468,3.714,0.041,5.544
206,18,Robinson,558000.0,0.558,2.818,0.002,6.395
207,18,St. Louis,5355000.0,5.355,2.633,0.972,3.044
208,18,Wood River,657000.0,0.657,3.65,0.0,5.366
209,19,Cape Girardeau,909000.0,0.909,2.59,0.028,5.975
210,19,Evansville,1044000.0,1.044,3.625,0.0,5.15
211,19,Greenville,918000.0,0.918,2.0,0.023,6.694
212,19,Jonesboro,1611000.0,1.611,1.091,3.07,4.075
213,19,Little Rock,3168000.0,3.168,3.2,0.0,5.66
214,19,Owensboro,855000.0,0.855,3.654,0.036,4.925
215,19,Paducah,1062000.0,1.062,2.744,0.039,5.875
216,19,Princeton,441000.0,0.441,3.5,0.04,5.445
217,19,Robinson,576000.0,0.576,2.909,0.007,6.241
218,19,St. Louis,5472000.0,5.472,2.69,0.965,3.074
219,19,Wood River,612000.0,0.612,3.4,0.0,5.354
220,20,Cape Girardeau,954000.0,0.954,2.718,0.019,5.811
221,20,Evansville,990000.0,0.99,3.438,0.0,5.229
222,20,Greenville,855000.0,0.855,1.863,0.041,6.471
223,20,Jonesboro,1611000.0,1.611,1.059,2.807,4.054
224,20,Little Rock,3177000.0,3.177,3.209,0.0,5.777
225,20,Owensboro,873000.0,0.873,3.731,0.029,5.225
226,20,Paducah,1044000.0,1.044,2.698,0.038,5.729
227,20,Princeton,477000.0,0.477,3.786,0.077,5.126
228,20,Robinson,540000.0,0.54,2.727,0.012,6.5
229,20,St. Louis,5607000.0,5.607,2.757,0.968,3.114
230,20,Wood River,657000.0,0.657,3.65,0.001,5.355
231,21,Cape Girardeau,963000.0,0.963,2.744,0.025,6.472
232,21,Evansville,1017000.0,1.017,3.531,0.0,5.221
233,21,Greenville,891000.0,0.891,1.941,0.027,7.072
234,21,Jonesboro,1629000.0,1.629,1.04,2.718,3.936
235,21,Little Rock,3141000.0,3.141,3.173,0.0,5.807
236,21,Owensboro,828000.0,0.828,3.538,0.023,4.55
237,21,Paducah,1008000.0,1.008,2.605,0.042,6.133
238,21,Princeton,459000.0,0.459,3.643,0.037,5.35
239,21,Robinson,522000.0,0.522,2.636,0.006,6.151
240,21,St. Louis,5436000.0,5.436,2.673,0.994,3.013
241,21,Wood River,603000.0,0.603,3.35,0.0,5.624
242,22,Cape Girardeau,909000.0,0.909,2.59,0.015,6.514
243,22,Evansville,1035000.0,1.035,3.594,0.0,5.265
244,22,Greenville,864000.0,0.864,1.882,0.02,6.876
245,22,Jonesboro,1638000.0,1.638,1.09,2.905,3.967
246,22,Little Rock,3114000.0,3.114,3.145,0.0,5.704
247,22,Owensboro,846000.0,0.846,3.615,0.032,4.728
248,22,Paducah,972000.0,0.972,2.512,0.036,5.979
249,22,Princeton,468000.0,0.468,3.714,0.054,5.199
250,22,Robinson,549000.0,0.549,2.773,0.009,6.576
251,22,St. Louis,5454000.0,5.454,2.681,0.979,2.943
252,22,Wood River,639000.0,0.639,3.55,0.0,5.377
253,23,Cape Girardeau,945000.0,0.945,2.692,0.028,5.913
254,23,Evansville,990000.0,0.99,3.438,0.0,5.045
255,23,Greenville,855000.0,0.855,1.863,0.039,7.016
256,23,Jonesboro,1629000.0,1.629,1.065,3.058,4.143
257,23,Little Rock,3024000.0,3.024,3.055,0.0,5.809
258,23,Owensboro,837000.0,0.837,3.577,0.018,4.917
259,23,Paducah,1071000.0,1.071,2.767,0.031,6.223
260,23,Princeton,432000.0,0.432,3.429,0.023,5.225
261,23,Robinson,522000.0,0.522,2.636,0.003,6.027
262,23,St. Louis,5400000.0,5.4,2.655,0.98,2.979
263,23,Wood River,675000.0,0.675,3.75,0.0,5.315
264,24,Cape Girardeau,909000.0,0.909,2.59,0.059,6.1
265,24,Evansville,1017000.0,1.017,3.531,0.0,5.318
266,24,Greenville,882000.0,0.882,1.922,0.053,6.665
267,24,Jonesboro,1584000.0,1.584,1.067,2.912,4.025
268,24,Little Rock,3078000.0,3.078,3.109,0.0,5.652
269,24,Owensboro,846000.0,0.846,3.615,0.025,5.182
270,24,Paducah,1008000.0,1.008,2.605,0.054,6.079
271,24,Princeton,468000.0,0.468,3.714,0.023,5.492
272,24,Robinson,540000.0,0.54,2.727,0.008,6.27
273,24,St. Louis,5418000.0,5.418,2.664,1.002,2.96
274,24,Wood River,648000.0,0.648,3.6,0.0,5.265
275,25,Cape Girardeau,963000.0,0.963,2.744,0.032,6.262
276,25,Evansville,981000.0,0.981,3.406,0.0,5.107
277,25,Greenville,873000.0,0.873,1.902,0.026,7.008
278,25,Jonesboro,1638000.0,1.638,1.058,2.759,3.905
279,25,Little Rock,3150000.0,3.15,3.182,0.0,5.504
280,25,Owensboro,819000.0,0.819,3.5,0.025,4.835
281,25,Paducah,1044000.0,1.044,2.698,0.039,6.011
282,25,Princeton,423000.0,0.423,3.357,0.065,4.798
283,25,Robinson,549000.0,0.549,2.773,0.004,6.373
284,25,St. Louis,5472000.0,5.472,2.69,0.989,2.966
285,25,Wood River,711000.0,0.711,3.95,0.0,5.461
286,26,Cape Girardeau,945000.0,0.945,2.692,0.032,6.098
287,26,Evansville,954000.0,0.954,3.313,0.0,5.261
288,26,Greenville,909000.0,0.909,1.98,0.027,6.855
289,26,Jonesboro,1629000.0,1.629,1.058,2.873,4.098
290,26,Little Rock,3312000.0,3.312,3.345,0.0,5.841
291,26,Owensboro,864000.0,0.864,3.692,0.021,5.162
292,26,Paducah,1035000.0,1.035,2.674,0.021,6.06
293,26,Princeton,450000.0,0.45,3.571,0.031,5.228
294,26,Robinson,486000.0,0.486,2.455,0.015,6.112
295,26,St. Louis,5328000.0,5.328,2.619,1.01,2.974
296,26,Wood River,684000.0,0.684,3.8,0.0,5.531
297,27,Cape Girardeau,1008000.0,1.008,2.872,0.023,6.225
298,27,Evansville,1008000.0,1.008,3.5,0.0,5.238
299,27,Greenville,828000.0,0.828,1.804,0.025,6.547
300,27,Jonesboro,1629000.0,1.629,1.052,2.84,4.051
301,27,Little Rock,3132000.0,3.132,3.164,0.0,5.799
302,27,Owensboro,828000.0,0.828,3.538,0.014,5.219
303,27,Paducah,972000.0,0.972,2.512,0.039,5.908
304,27,Princeton,441000.0,0.441,3.5,0.044,5.384
305,27,Robinson,567000.0,0.567,2.864,0.011,6.883
306,27,St. Louis,5625000.0,5.625,2.765,0.916,3.127
307,27,Wood River,639000.0,0.639,3.55,0.0,5.393
308,28,Cape Girardeau,936000.0,0.936,2.667,0.038,6.049
309,28,Evansville,1053000.0,1.053,3.656,0.0,5.359
310,28,Greenville,855000.0,0.855,1.863,0.014,6.886
311,28,Jonesboro,1647000.0,1.647,1.07,2.988,3.919
