,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
263,23,Wood River,666000.0,0.666,3.7,0.0,3.397
264,24,Cape Girardeau,900000.0,0.9,2.564,0.111,4.394
265,24,Evansville,918000.0,0.918,3.188,0.0,3.148
266,24,Greenville,774000.0,0.774,1.686,0.667,4.182
267,24,Jonesboro,1017000.0,1.017,1.009,4.192,2.758
268,24,Little Rock,3042000.0,3.042,3.073,0.002,3.63
269,24,Owensboro,765000.0,0.765,3.269,0.031,3.255
270,24,Paducah,711000.0,0.711,1.837,1.126,2.869
271,24,Princeton,333000.0,0.333,2.643,0.206,2.548
272,24,Robinson,549000.0,0.549,2.773,0.004,4.783
273,24,St. Louis,3483000.0,3.483,1.735,2.04,1.383
274,24,Wood River,693000.0,0.693,3.85,0.0,4.132
275,25,Cape Girardeau,972000.0,0.972,2.769,0.141,4.377
276,25,Evansville,891000.0,0.891,3.094,0.0,3.29
277,25,Greenville,783000.0,0.783,1.706,0.531,4.43
278,25,Jonesboro,1026000.0,1.026,1.0,4.302,2.554
279,25,Little Rock,3033000.0,3.033,3.064,0.001,3.91
280,25,Owensboro,810000.0,0.81,3.462,0.019,3.601
281,25,Paducah,711000.0,0.711,1.837,1.127,2.84
282,25,Princeton,333000.0,0.333,2.643,0.218,2.733
283,25,Robinson,558000.0,0.558,2.818,0.011,4.313
284,25,St. Louis,3465000.0,3.465,1.726,1.998,1.386
285,25,Wood River,648000.0,0.648,3.6,0.0,3.85
286,26,Cape Girardeau,927000.0,0.927,2.641,0.159,3.839
287,26,Evansville,927000.0,0.927,3.219,0.0,3.237
288,26,Greenville,819000.0,0.819,1.784,0.373,4.597
289,26,Jonesboro,999000.0,0.999,1.037,4.027,2.622
290,26,Little Rock,3024000.0,3.024,3.055,0.004,3.686
291,26,Owensboro,828000.0,0.828,3.538,0.015,3.524
292,26,Paducah,711000.0,0.711,1.837,1.259,2.482
293,26,Princeton,342000.0,0.342,2.714,0.218,2.9
294,26,Robinson,603000.0,0.603,3.045,0.016,4.648
295,26,St. Louis,3429000.0,3.429,1.732,2.042,1.402
296,26,Wood River,684000.0,0.684,3.8,0.0,3.834
297,27,Cape Girardeau,936000.0,0.936,2.667,0.153,4.1
298,27,Evansville,945000.0,0.945,3.281,0.0,3.362
299,27,Greenville,792000.0,0.792,1.725,0.521,4.527
300,27,Jonesboro,1017000.0,1.017,1.0,3.957,2.725
301,27,Little Rock,3078000.0,3.078,3.109,0.003,3.948
302,27,Owensboro,846000.0,0.846,3.615,0.024,3.259
303,27,Paducah,657000.0,0.657,1.698,1.199,2.617
304,27,Princeton,342000.0,0.342,2.714,0.275,2.673
305,27,Robinson,549000.0,0.549,2.773,0.011,4.566
306,27,St. Louis,3402000.0,3.402,1.726,2.092,1.36
307,27,Wood River,675000.0,0.675,3.75,0.0,3.943
308,28,Cape Girardeau,918000.0,0.918,2.615,0.122,4.291
309,28,Evansville,936000.0,0.936,3.25,0.0,3.423
310,28,Greenville,837000.0,0.837,1.824,0.41,4.791
311,28,Jonesboro,999000.0,0.999,1.0,4.371,2.681
312,28,Little Rock,3177000.0,3.177,3.209,0.003,3.701
313,28,Owensboro,783000.0,0.783,3.346,0.02,3.319
314,28,Paducah,711000.0,0.711,1.837,1.299,2.515
315,28,Princeton,315000.0,0.315,2.5,0.334,2.567
316,28,Robinson,549000.0,0.549,2.773,0.035,4.235
317,28,St. Louis,3429000.0,3.429,1.716,2.03,1.423
318,28,Wood River,666000.0,0.666,3.7,0.0,3.966
319,29,Cape Girardeau,972000.0,0.972,2.769,0.146,4.256
320,29,Evansville,927000.0,0.927,3.219,0.0,3.415
321,29,Greenville,792000.0,0.792,1.725,0.549,4.443
322,29,Jonesboro,999000.0,0.999,1.018,4.055,2.707
323,29,Little Rock,3150000.0,3.15,3.182,0.002,3.751
324,29,Owensboro,873000.0,0.873,3.731,0.026,3.472
325,29,Paducah,720000.0,0.72,1.86,1.199,2.78
326,29,Princeton,333000.0,0.333,2.643,0.277,2.46
327,29,Robinson,522000.0,0.522,2.636,0.014,4.339
328,29,St. Louis,3465000.0,3.465,1.734,2.008,1.376
329,29,Wood River,693000.0,0.693,3.85,0.0,3.584
330,30,Cape Girardeau,945000.0,0.945,2.692,0.16,4.155
331,30,Evansville,891000.0,0.891,3.094,0.0,3.306
332,30,Greenville,810000.0,0.81,1.765,0.416,4.925
333,30,Jonesboro,1035000.0,1.035,1.009,4.012,2.58
334,30,Little Rock,2997000.0,2.997,3.027,0.001,3.874
335,30,Owensboro,828000.0,0.828,3.538,0.022,3.329
336,30,Paducah,684000.0,0.684,1.767,1.143,2.856
337,30,Princeton,360000.0,0.36,2.857,0.175,2.866
338,30,Robinson,549000.0,0.549,2.773,0.014,4.441
339,30,St. Louis,3429000.0,3.429,1.74,2.113,1.32
340,30,Wood River,666000.0,0.666,3.7,0.0,3.803
341,31,Cape Girardeau,891000.0,0.891,2.538,0.171,4.22
342,31,Evansville,1017000.0,1.017,3.531,0.001,3.629
343,31,Greenville,765000.0,0.765,1.667,0.597,4.262
344,31,Jonesboro,1026000.0,1.026,1.018,4.241,2.58
345,31,Little Rock,3006000.0,3.006,3.036,0.005,3.97
346,31,Owensboro,846000.0,0.846,3.615,0.021,3.378
347,31,Paducah,702000.0,0.702,1.814,1.121,2.796
