,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
284,25,St. Louis,4554000.0,4.554,2.239,2.242,2.55
285,25,Wood River,783000.0,0.783,4.35,0.0,7.138
286,26,Cape Girardeau,1179000.0,1.179,3.359,0.087,7.413
287,26,Evansville,1143000.0,1.143,3.969,0.0,6.057
288,26,Greenville,999000.0,0.999,2.176,0.147,8.452
289,26,Jonesboro,1314000.0,1.314,1.007,5.331,3.964
290,26,Little Rock,3564000.0,3.564,3.6,0.0,6.544
291,26,Owensboro,1008000.0,1.008,4.308,0.011,6.221
292,26,Paducah,873000.0,0.873,2.256,0.95,4.911
293,26,Princeton,459000.0,0.459,3.643,0.089,5.626
294,26,Robinson,666000.0,0.666,3.364,0.007,7.443
295,26,St. Louis,4536000.0,4.536,2.23,2.238,2.541
296,26,Wood River,774000.0,0.774,4.3,0.0,6.657
297,27,Cape Girardeau,1116000.0,1.116,3.179,0.085,7.412
298,27,Evansville,1143000.0,1.143,3.969,0.0,5.978
299,27,Greenville,981000.0,0.981,2.137,0.112,8.212
300,27,Jonesboro,1332000.0,1.332,1.014,5.37,3.796
301,27,Little Rock,3645000.0,3.645,3.682,0.002,6.494
302,27,Owensboro,1035000.0,1.035,4.423,0.023,6.139
303,27,Paducah,936000.0,0.936,2.419,0.805,5.581
304,27,Princeton,432000.0,0.432,3.429,0.097,4.933
305,27,Robinson,639000.0,0.639,3.227,0.006,8.007
306,27,St. Louis,4626000.0,4.626,2.274,2.214,2.622
307,27,Wood River,792000.0,0.792,4.4,0.0,6.57
308,28,Cape Girardeau,1089000.0,1.089,3.103,0.084,7.294
309,28,Evansville,1143000.0,1.143,3.969,0.0,5.994
310,28,Greenville,945000.0,0.945,2.059,0.18,8.134
311,28,Jonesboro,1341000.0,1.341,1.014,5.464,3.945
312,28,Little Rock,3555000.0,3.555,3.591,0.001,6.47
313,28,Owensboro,999000.0,0.999,4.269,0.012,6.067
314,28,Paducah,846000.0,0.846,2.186,0.901,5.096
315,28,Princeton,468000.0,0.468,3.714,0.04,5.655
316,28,Robinson,648000.0,0.648,3.273,0.0,7.763
317,28,St. Louis,4626000.0,4.626,2.274,2.246,2.602
318,28,Wood River,765000.0,0.765,4.25,0.0,6.86
319,29,Cape Girardeau,1080000.0,1.08,3.077,0.104,7.026
320,29,Evansville,1134000.0,1.134,3.938,0.0,6.286
321,29,Greenville,954000.0,0.954,2.078,0.139,8.114
322,29,Jonesboro,1323000.0,1.323,1.007,5.261,3.945
323,29,Little Rock,3573000.0,3.573,3.609,0.001,6.524
324,29,Owensboro,981000.0,0.981,4.192,0.011,6.14
325,29,Paducah,891000.0,0.891,2.302,0.853,5.224
326,29,Princeton,477000.0,0.477,3.786,0.07,5.455
327,29,Robinson,666000.0,0.666,3.364,0.018,7.998
328,29,St. Louis,4581000.0,4.581,2.252,2.282,2.449
329,29,Wood River,792000.0,0.792,4.4,0.0,6.623
330,30,Cape Girardeau,1098000.0,1.098,3.128,0.071,7.393
331,30,Evansville,1080000.0,1.08,3.75,0.0,5.891
332,30,Greenville,945000.0,0.945,2.059,0.099,8.408
333,30,Jonesboro,1332000.0,1.332,1.035,5.408,3.895
334,30,Little Rock,3564000.0,3.564,3.6,0.0,6.519
335,30,Owensboro,999000.0,0.999,4.269,0.018,6.162
336,30,Paducah,909000.0,0.909,2.349,0.845,5.272
337,30,Princeton,441000.0,0.441,3.5,0.072,5.279
338,30,Robinson,621000.0,0.621,3.136,0.004,7.494
339,30,St. Louis,4563000.0,4.563,2.243,2.206,2.68
340,30,Wood River,756000.0,0.756,4.2,0.0,6.185
341,31,Cape Girardeau,1062000.0,1.062,3.026,0.085,7.591
342,31,Evansville,1152000.0,1.152,4.0,0.0,5.88
343,31,Greenville,981000.0,0.981,2.137,0.066,8.963
344,31,Jonesboro,1332000.0,1.332,1.028,5.375,3.751
345,31,Little Rock,3582000.0,3.582,3.618,0.0,6.5
346,31,Owensboro,1035000.0,1.035,4.423,0.015,6.371
347,31,Paducah,918000.0,0.918,2.372,0.775,5.515
348,31,Princeton,450000.0,0.45,3.571,0.106,4.906
349,31,Robinson,648000.0,0.648,3.273,0.015,7.539
350,31,St. Louis,4536000.0,4.536,2.23,2.195,2.763
351,31,Wood River,747000.0,0.747,4.15,0.0,6.649
352,32,Cape Girardeau,1035000.0,1.035,2.949,0.114,7.018
353,32,Evansville,1089000.0,1.089,3.781,0.0,6.029
354,32,Greenville,972000.0,0.972,2.118,0.286,7.672
355,32,Jonesboro,1359000.0,1.359,1.007,5.457,3.9
356,32,Little Rock,3591000.0,3.591,3.627,0.001,6.505
357,32,Owensboro,990000.0,0.99,4.231,0.015,6.517
358,32,Paducah,900000.0,0.9,2.326,0.786,5.403
359,32,Princeton,441000.0,0.441,3.5,0.088,5.166
360,32,Robinson,657000.0,0.657,3.318,0.007,7.48
361,32,St. Louis,4590000.0,4.59,2.257,2.247,2.544
362,32,Wood River,783000.0,0.783,4.35,0.0,6.777
363,33,Cape Girardeau,1098000.0,1.098,3.128,0.088,7.072
364,33,Evansville,1152000.0,1.152,4.0,0.0,6.022
365,33,Greenville,954000.0,0.954,2.078,0.229,7.422
366,33,Jonesboro,1314000.0,1.314,1.014,5.678,3.945
367,33,Little Rock,3573000.0,3.573,3.609,0.001,6.555
368,33,Owensboro,1035000.0,1.035,4.423,0.021,5.613
369,33,Paducah,873000.0,0.873,2.256,0.927,4.888
370,33,Princeton,450000.0,0.45,3.571,0.083,5.431
371,33,Robinson,621000.0,0.621,3.136,0.02,7.19
372,33,St. Louis,4608000.0,4.608,2.265,2.195,2.623
373,33,Wood River,828000.0,0.828,4.6,0.0,6.62
374,34,Cape Girardeau,1089000.0,1.089,3.103,0.091,7.131
375,34,Evansville,1125000.0,1.125,3.906,0.0,6.022
376,34,Greenville,972000.0,0.972,2.118,0.132,8.08
377,34,Jonesboro,1359000.0,1.359,1.02,5.512,3.719
378,34,Little Rock,3546000.0,3.546,3.582,0.004,6.516
379,34,Owensboro,1053000.0,1.053,4.5,0.01,6.136
380,34,Paducah,927000.0,0.927,2.395,0.778,5.429
381,34,Princeton,450000.0,0.45,3.571,0.109,5.063
382,34,Robinson,639000.0,0.639,3.227,0.012,7.319
383,34,St. Louis,4608000.0,4.608,2.265,2.225,2.597
384,34,Wood River,774000.0,0.774,4.3,0.0,6.372
385,35,Cape Girardeau,1116000.0,1.116,3.179,0.114,7.421
386,35,Evansville,1089000.0,1.089,3.781,0.0,6.13
387,35,Greenville,936000.0,0.936,2.039,0.2,7.805
388,35,Jonesboro,1305000.0,1.305,1.007,5.627,4.033
389,35,Little Rock,3438000.0,3.438,3.473,0.0,6.465
390,35,Owensboro,981000.0,0.981,4.192,0.013,6.472
391,35,Paducah,882000.0,0.882,2.279,0.894,5.049
392,35,Princeton,423000.0,0.423,3.357,0.143,4.827
393,35,Robinson,666000.0,0.666,3.364,0.007,7.85
394,35,St. Louis,4545000.0,4.545,2.235,2.233,2.59
395,35,Wood River,756000.0,0.756,4.2,0.0,6.583
396,36,Cape Girardeau,1080000.0,1.08,3.077,0.094,6.967
397,36,Evansville,1170000.0,1.17,4.063,0.0,6.081
398,36,Greenville,963000.0,0.963,2.098,0.151,8.332
399,36,Jonesboro,1314000.0,1.314,1.021,5.34,4.046
400,36,Little Rock,3510000.0,3.51,3.545,0.001,6.455
401,36,Owensboro,999000.0,0.999,4.269,0.015,5.512
402,36,Paducah,918000.0,0.918,2.372,0.88,5.266
403,36,Princeton,450000.0,0.45,3.571,0.056,5.164
404,36,Robinson,630000.0,0.63,3.182,0.01,6.996
405,36,St. Louis,4599000.0,4.599,2.261,2.294,2.453
406,36,Wood River,846000.0,0.846,4.7,0.0,6.417
407,37,Cape Girardeau,1089000.0,1.089,3.103,0.091,7.206
408,37,Evansville,1089000.0,1.089,3.781,0.0,5.744
409,37,Greenville,1008000.0,1.008,2.196,0.168,8.404
410,37,Jonesboro,1314000.0,1.314,1.028,5.591,4.028
411,37,Little Rock,3609000.0,3.609,3.645,0.0,6.68
412,37,Owensboro,981000.0,0.981,4.192,0.014,6.098
413,37,Paducah,882000.0,0.882,2.279,0.9,5.185
414,37,Princeton,432000.0,0.432,3.429,0.108,5.212
415,37,Robinson,657000.0,0.657,3.318,0.008,7.663
416,37,St. Louis,4518000.0,4.518,2.221,2.267,2.498
417,37,Wood River,765000.0,0.765,4.25,0.0,7.01
418,38,Cape Girardeau,1062000.0,1.062,3.026,0.09,7.246
419,38,Evansville,1143000.0,1.143,3.969,0.0,5.748
420,38,Greenville,954000.0,0.954,2.078,0.104,8.781
421,38,Jonesboro,1341000.0,1.341,1.021,5.531,3.705
422,38,Little Rock,3573000.0,3.573,3.609,0.0,6.387
423,38,Owensboro,1044000.0,1.044,4.462,0.013,6.597
424,38,Paducah,936000.0,0.936,2.419,0.873,5.578
425,38,Princeton,441000.0,0.441,3.5,0.094,5.33
426,38,Robinson,666000.0,0.666,3.364,0.006,7.572
427,38,St. Louis,4554000.0,4.554,2.239,2.193,2.664
428,38,Wood River,774000.0,0.774,4.3,0.0,6.635
429,39,Cape Girardeau,1098000.0,1.098,3.128,0.093,7.241
430,39,Evansville,1134000.0,1.134,3.938,0.0,5.948
431,39,Greenville,1017000.0,1.017,2.216,0.088,8.011
432,39,Jonesboro,1314000.0,1.314,1.014,5.44,4.019
433,39,Little Rock,3528000.0,3.528,3.564,0.001,6.652
434,39,Owensboro,1062000.0,1.062,4.538,0.014,6.481
435,39,Paducah,864000.0,0.864,2.233,0.882,4.926
436,39,Princeton,450000.0,0.45,3.571,0.083,5.312
437,39,Robinson,648000.0,0.648,3.273,0.002,7.553
438,39,St. Louis,4563000.0,4.563,2.243,2.237,2.538
439,39,Wood River,756000.0,0.756,4.2,0.0,6.189
