,Gates,Bays,Station_Dist,Parameter,Value,p-value,DES_Mono,Avg_OFC
9896,3,12,50,Bay,27.5,0.15143930596666313,True,1.6985999999999999
9897,3,12,50,Bay,30.0,0.012375098337840926,True,1.6811999999999998
9898,3,12,50,Bay,32.5,0.0027784807205333485,True,1.6502999999999994
9899,3,12,50,Bay,35.0,0.03641233988138597,True,1.611
9900,3,12,50,Bay,37.5,0.00019332822942283705,True,1.5821999999999998
9901,3,12,50,Bay,40.0,0.001225861705710554,True,1.5318000000000003
9902,3,12,50,Bay,42.5,1.8243831065860035e-05,True,1.4901000000000002
9903,3,12,50,Speed,35,1.0562668367729935e-27,True,1.4546999999999999
9904,3,12,50,Speed,45,1.5969879916131825e-17,True,1.599
9905,3,12,50,Speed,55,9.730912545452746e-13,True,1.7154
9906,3,12,50,Speed,65,6.862496963984783e-08,True,1.7952000000000001
9907,3,12,50,Speed,75,0.0009369394176622552,True,1.8417
9908,3,12,50,HoS,15,1.2874212873324497e-17,True,1.7631000000000001
9909,3,12,50,HoS,16,1.5195256745468277e-15,True,1.9041
9910,3,12,50,HoS,17,3.3573499531176067e-18,True,2.0763000000000003
9911,3,12,50,HoS,18,1.439109543115664e-14,True,2.211
9912,3,12,50,Fleet,25,1.0905063683101316e-43,True,0.8166
9913,3,12,50,Fleet,50,5.47723439933963e-52,True,1.5836999999999999
9914,3,12,50,Fleet,75,4.717188081792906e-37,True,1.9809000000000003
9915,3,12,50,Fleet,100,2.6946425126140993e-14,True,2.0937
9916,3,12,50,Fleet,125,0.0014632126948744316,True,2.13
9917,3,12,50,Fleet,150,0.0005689116478060921,True,2.1621
9918,3,12,50,Fleet,175,0.5930690539486234,True,2.1650999999999994
9919,3,12,50,Fleet,200,0.21969493809477433,True,2.1717
9920,3,12,100,Gate,1,0.03353230255748876,True,1.239
9921,3,12,100,Gate,2,0.6894511267011472,True,1.2144000000000001
9922,3,12,100,Gate,3,0.8030899626701555,True,1.2093
9923,3,12,100,Gate,4,0.34596262519098575,True,1.2063000000000001
9924,3,12,100,Gate,5,0.5617463150458475,True,1.1946
9925,3,12,100,Gate,6,0.7776640587045043,False,1.1868
9926,3,12,100,Gate,7,0.38613075548228115,True,1.1904000000000001
9927,3,12,100,Gate,8,0.5934206478555113,True,1.1796000000000002
9928,3,12,100,Gate,9,0.1312180952652679,True,1.1733
9929,3,12,100,Gate,10,6.631270762725334e-13,True,1.1547000000000003
9930,3,12,100,Gate,15,4.326878287484748e-29,True,1.0536
9931,3,12,100,Bay,15.0,0.3223041944012244,True,1.3164000000000002
9932,3,12,100,Bay,17.5,0.12287386270400509,True,1.3014000000000001
9933,3,12,100,Bay,20.0,0.8554592318214956,True,1.2783000000000002
9934,3,12,100,Bay,22.5,0.32446323004764466,True,1.2756
9935,3,12,100,Bay,25.0,0.021538328433819337,True,1.2618
9936,3,12,100,Bay,27.5,0.42389451203921846,True,1.2315
9937,3,12,100,Bay,30.0,0.16052903518803074,True,1.2207000000000003
9938,3,12,100,Bay,32.5,0.28490612437833585,True,1.2029999999999998
9939,3,12,100,Bay,35.0,0.018107140478031383,True,1.191
9940,3,12,100,Bay,37.5,0.5909833219356305,True,1.1634
9941,3,12,100,Bay,40.0,0.468148620406559,True,1.1577000000000004
9942,3,12,100,Bay,42.5,0.07872550580809132,True,1.1496
9943,3,12,100,Speed,35,1.517645601927986e-21,True,1.0269
9944,3,12,100,Speed,45,5.296658873190936e-16,True,1.182
9945,3,12,100,Speed,55,2.8236560908004466e-13,True,1.3058999999999998
9946,3,12,100,Speed,65,1.2586700865558956e-11,True,1.4204999999999999
9947,3,12,100,Speed,75,3.917217736981709e-08,True,1.5072000000000003
9948,3,12,100,HoS,15,5.9845454884477e-15,True,1.3064999999999998
9949,3,12,100,HoS,16,1.1288014937021769e-11,True,1.4144999999999999
9950,3,12,100,HoS,17,1.4643163153491112e-11,True,1.5183000000000002
9951,3,12,100,HoS,18,1.4846243998260898e-13,True,1.6434
9952,3,12,100,Fleet,25,1.100759343250259e-47,True,0.5883
9953,3,12,100,Fleet,50,5.011384878454698e-42,True,1.1721000000000001
9954,3,12,100,Fleet,75,4.4690655646048575e-38,True,1.7226000000000001
9955,3,12,100,Fleet,100,3.9093278878981205e-21,True,1.971
9956,3,12,100,Fleet,125,2.449857149189787e-11,True,2.046
9957,3,12,100,Fleet,150,0.004916341016983332,True,2.0667
9958,3,12,100,Fleet,175,0.3052356267969844,True,2.0727
9959,3,12,100,Fleet,200,0.41553418674621434,True,2.0769
9960,3,12,150,Gate,1,0.9229642392593436,False,0.9620999999999998
9961,3,12,150,Gate,2,0.7525628885108897,True,0.9632999999999999
9962,3,12,150,Gate,3,0.1822912983030279,True,0.9594
9963,3,12,150,Gate,4,0.8849618016305346,True,0.9422999999999998
9964,3,12,150,Gate,5,0.9588640985238907,False,0.9405
9965,3,12,150,Gate,6,0.6140863703965072,True,0.9410999999999998
9966,3,12,150,Gate,7,0.6103185973961356,True,0.9357
9967,3,12,150,Gate,8,0.2404768916704823,True,0.9309000000000001
9968,3,12,150,Gate,9,0.7839577400626728,False,0.9189
9969,3,12,150,Gate,10,0.001666998264946214,True,0.9219000000000002
9970,3,12,150,Gate,15,4.199242093088034e-10,True,0.8841
9971,3,12,150,Bay,15.0,0.27597473925862875,True,1.0359
9972,3,12,150,Bay,17.5,0.29487573432632597,True,1.0209000000000001
9973,3,12,150,Bay,20.0,0.8492318802041299,True,1.0074
9974,3,12,150,Bay,22.5,0.06234720887854162,True,1.005
9975,3,12,150,Bay,25.0,0.23916067409888148,True,0.9816
9976,3,12,150,Bay,27.5,0.36610591414909166,True,0.9684
9977,3,12,150,Bay,30.0,0.6117943359832402,True,0.9582
9978,3,12,150,Bay,32.5,0.3456473044345554,True,0.9519000000000002
9979,3,12,150,Bay,35.0,0.09034336677644592,True,0.9405000000000001
9980,3,12,150,Bay,37.5,0.8479225096465489,False,0.921
9981,3,12,150,Bay,40.0,0.2722101225546327,True,0.9230999999999999
9982,3,12,150,Bay,42.5,0.06716616468538289,True,0.9117
9983,3,12,150,Speed,35,2.2039670046162294e-22,True,0.8007000000000002
9984,3,12,150,Speed,45,2.589928387534674e-23,True,0.9489
9985,3,12,150,Speed,55,7.079726249768095e-16,True,1.0602
9986,3,12,150,Speed,65,3.6160691579056376e-14,True,1.1649
9987,3,12,150,Speed,75,5.910161126967593e-10,True,1.2521999999999995
9988,3,12,150,HoS,15,1.29616675463324e-08,True,1.0278
9989,3,12,150,HoS,16,2.2589760871843888e-08,True,1.1199
9990,3,12,150,HoS,17,1.1289321790861774e-06,True,1.1976000000000002
9991,3,12,150,HoS,18,3.765358002010766e-09,True,1.2981000000000003
9992,3,12,150,Fleet,25,2.2279093550158496e-43,True,0.46049999999999996
9993,3,12,150,Fleet,50,4.320540808726764e-43,True,0.9357
9994,3,12,150,Fleet,75,4.552187326013191e-40,True,1.3911
9995,3,12,150,Fleet,100,1.119031931125283e-34,True,1.7954999999999999
9996,3,12,150,Fleet,125,6.622300487237703e-15,True,1.9389000000000005
9997,3,12,150,Fleet,150,0.11581357999619264,True,1.9554000000000002
9998,3,12,150,Fleet,175,0.2714754709486675,True,1.9665000000000001
9999,3,12,150,Fleet,200,0.946861220987646,False,1.9659000000000002
10000,3,12,200,Gate,1,0.46919235194613995,False,0.7883999999999998
10001,3,12,200,Gate,2,0.2493686599263741,True,0.7974
10002,3,12,200,Gate,3,0.8685757914951153,True,0.7817999999999999
10003,3,12,200,Gate,4,0.8060729043863861,True,0.7797000000000001
10004,3,12,200,Gate,5,0.7334165232212195,False,0.7766999999999998
10005,3,12,200,Gate,6,0.34253085463040744,True,0.7809000000000001
10006,3,12,200,Gate,7,0.9802333068754195,True,0.7697999999999999
10007,3,12,200,Gate,8,0.8432959797305539,True,0.7695000000000001
10008,3,12,200,Gate,9,0.8939196186647368,True,0.7670999999999999
10009,3,12,200,Gate,10,0.024018087994364497,True,0.7656
10010,3,12,200,Gate,15,0.0031408530536466872,True,0.7404
10011,3,12,200,Bay,15.0,0.3814189289181319,True,0.8439
10012,3,12,200,Bay,17.5,0.28112118661668845,True,0.8337000000000001
10013,3,12,200,Bay,20.0,0.9423293044547675,True,0.8204999999999999
10014,3,12,200,Bay,22.5,0.6538199292161873,True,0.8196
10015,3,12,200,Bay,25.0,0.44093979662170224,True,0.8139
10016,3,12,200,Bay,27.5,0.8277206609621681,True,0.8046000000000002
10017,3,12,200,Bay,30.0,0.20163933539735304,True,0.8019
10018,3,12,200,Bay,32.5,0.39249186868732777,True,0.7853999999999999
10019,3,12,200,Bay,35.0,0.8712729550317897,True,0.7746
10020,3,12,200,Bay,37.5,0.5918684469603562,True,0.7724999999999999
10021,3,12,200,Bay,40.0,0.7928499872455665,False,0.765
10022,3,12,200,Bay,42.5,0.19828047820110634,True,0.7686
10023,3,12,200,Speed,35,2.680080640969361e-19,True,0.6692999999999998
10024,3,12,200,Speed,45,1.1038415687343095e-17,True,0.7776
10025,3,12,200,Speed,55,5.0128433523721815e-14,True,0.8853000000000001
10026,3,12,200,Speed,65,2.0557480234047414e-11,True,0.9900000000000001
10027,3,12,200,Speed,75,4.2368550590186183e-10,True,1.083
10028,3,12,200,HoS,15,5.145024042916438e-10,True,0.8427
10029,3,12,200,HoS,16,7.676710826405348e-09,True,0.9153
10030,3,12,200,HoS,17,1.2005453950919641e-10,True,1.0005
10031,3,12,200,HoS,18,1.0647650350071371e-08,True,1.0766999999999998
10032,3,12,200,Fleet,25,3.732728443005987e-40,True,0.40049999999999997
10033,3,12,200,Fleet,50,7.284600558672052e-43,True,0.7905
10034,3,12,200,Fleet,75,6.144253082077986e-38,True,1.1663999999999999
10035,3,12,200,Fleet,100,9.193069480447028e-36,True,1.5345000000000004
10036,3,12,200,Fleet,125,2.9384719239387908e-30,True,1.8144
10037,3,12,200,Fleet,150,2.1585912244885745e-05,True,1.8708
10038,3,12,200,Fleet,175,0.619057054228188,True,1.8768
10039,3,12,200,Fleet,200,0.7781797546644034,True,1.8800999999999999
10040,3,12,300,Gate,1,0.3786092775461949,True,0.6234
10041,3,12,300,Gate,2,0.7037148760711192,True,0.6165
10042,3,12,300,Gate,3,0.360094511556602,False,0.6134999999999999
10043,3,12,300,Gate,4,0.6250242991632378,True,0.6213
10044,3,12,300,Gate,5,0.6749099851572901,True,0.6171000000000001
10045,3,12,300,Gate,6,0.9414532168704872,False,0.6138000000000001
10046,3,12,300,Gate,7,0.9690188307456571,True,0.6144000000000001
10047,3,12,300,Gate,8,0.8229170430190459,True,0.6141000000000001
10048,3,12,300,Gate,9,0.5519753533920211,True,0.6123
10049,3,12,300,Gate,10,0.1896835227024847,True,0.6072
10050,3,12,300,Gate,15,0.0631983504164659,True,0.5963999999999999
10051,3,12,300,Bay,15.0,0.529381162777935,True,0.6459
10052,3,12,300,Bay,17.5,0.9038767220246888,True,0.6381
10053,3,12,300,Bay,20.0,0.6524428951147972,True,0.6366
10054,3,12,300,Bay,22.5,0.9222585648148747,True,0.6309000000000001
10055,3,12,300,Bay,25.0,0.8965765112967816,True,0.6296999999999999
10056,3,12,300,Bay,27.5,0.7020062780459126,True,0.6281999999999999
10057,3,12,300,Bay,30.0,0.566229272636362,True,0.6236999999999999
10058,3,12,300,Bay,32.5,0.9353012183975242,True,0.6171000000000001
10059,3,12,300,Bay,35.0,0.9793833928194108,False,0.6161999999999999
10060,3,12,300,Bay,37.5,0.40932637035923825,True,0.6165
10061,3,12,300,Bay,40.0,0.6404024073980222,True,0.6069
10062,3,12,300,Bay,42.5,0.8070599644587486,True,0.6018000000000001
10063,3,12,300,Speed,35,2.1129919096052568e-20,True,0.5253
10064,3,12,300,Speed,45,1.2455111897951676e-14,True,0.6125999999999999
10065,3,12,300,Speed,55,1.0534752227980455e-09,True,0.6873000000000001
10066,3,12,300,Speed,65,9.040996132071827e-07,True,0.7566
10067,3,12,300,Speed,75,4.846653173767924e-07,True,0.828
10068,3,12,300,HoS,15,2.451843108739767e-05,True,0.6642000000000002
10069,3,12,300,HoS,16,8.441028564517078e-05,True,0.7112999999999999
10070,3,12,300,HoS,17,0.00018569903973969493,True,0.7577999999999998
10071,3,12,300,HoS,18,2.9918603088165623e-05,True,0.8072999999999999
10072,3,12,300,Fleet,25,5.001984011518831e-36,True,0.3009
10073,3,12,300,Fleet,50,8.736048745603624e-39,True,0.6020999999999999
10074,3,12,300,Fleet,75,5.689139901931582e-38,True,0.9147
10075,3,12,300,Fleet,100,1.2316456259932467e-35,True,1.2117000000000002
10076,3,12,300,Fleet,125,2.750769739138471e-30,True,1.4516999999999998
10077,3,12,300,Fleet,150,5.283017277978611e-18,True,1.6125000000000003
10078,3,12,300,Fleet,175,0.00010970785588957307,True,1.6646999999999998
10079,3,12,300,Fleet,200,0.8084160859656381,False,1.6619999999999997
10080,3,13,25,Gate,1,0.9363823966615723,True,2.0319
10081,3,13,25,Gate,2,0.9076085077491451,False,2.0307
10082,3,13,25,Gate,3,0.009324090310110788,True,2.0325
10083,3,13,25,Gate,4,0.5881730283904513,True,1.9958999999999998
10084,3,13,25,Gate,5,0.3732285175212743,True,1.9881
10085,3,13,25,Gate,6,0.06463087721799218,True,1.9746
10086,3,13,25,Gate,7,0.7459206592142592,True,1.9476
10087,3,13,25,Gate,8,6.6153783672712324e-09,True,1.9427999999999999
10088,3,13,25,Gate,9,3.7533386958913523e-16,True,1.8435
10089,3,13,25,Gate,10,4.407721382650937e-49,True,1.6965000000000001
10090,3,13,25,Gate,15,1.2734710110285148e-42,True,1.2060000000000004
10091,3,13,25,Bay,15.0,0.15449595111507317,True,2.2926
10092,3,13,25,Bay,17.5,0.0032012132017347635,True,2.2685999999999997
10093,3,13,25,Bay,20.0,0.01569588528729506,True,2.2227
10094,3,13,25,Bay,22.5,0.016828144646589483,True,2.1807000000000003
10095,3,13,25,Bay,25.0,0.0018514631161512419,True,2.1429
10096,3,13,25,Bay,27.5,0.010089893606625253,True,2.0976000000000004
10097,3,13,25,Bay,30.0,0.0011285966175072898,True,2.0585999999999998
10098,3,13,25,Bay,32.5,1.5685223159789361e-06,True,2.0124
10099,3,13,25,Bay,35.0,4.5401222662537186e-10,True,1.947
10100,3,13,25,Bay,37.5,5.569806035332588e-08,True,1.8648
10101,3,13,25,Bay,40.0,6.591469781460972e-08,True,1.7853
10102,3,13,25,Bay,42.5,5.352919559743928e-07,True,1.7040000000000002
10103,3,13,25,Speed,35,7.042039033712716e-19,True,1.8452999999999997
10104,3,13,25,Speed,45,1.3288623467787463e-09,True,1.9479
10105,3,13,25,Speed,55,2.6438708996411106e-06,True,2.0235
10106,3,13,25,Speed,65,0.28897186193873964,True,2.0397000000000003
10107,3,13,25,Speed,75,0.14743083424915263,True,2.0592
10108,3,13,25,HoS,15,3.5539853431786884e-20,True,2.1498
10109,3,13,25,HoS,16,6.579478433523089e-10,True,2.2466999999999997
10110,3,13,25,HoS,17,0.10974890047112022,True,2.25
10111,3,13,25,HoS,18,,True,2.25
10112,3,13,25,Fleet,25,6.167801834806328e-50,True,1.0008
10113,3,13,25,Fleet,50,6.209936368693986e-55,True,1.9482
10114,3,13,25,Fleet,75,2.6961873880857387e-26,True,2.1920999999999995
10115,3,13,25,Fleet,100,7.294703047355745e-08,True,2.2400999999999995
10116,3,13,25,Fleet,125,0.0006770276522122999,True,2.25
10117,3,13,25,Fleet,150,,True,2.25
10118,3,13,25,Fleet,175,,True,2.25
10119,3,13,25,Fleet,200,,True,2.25
10120,3,13,50,Gate,1,0.5018127132173411,True,1.6896000000000002
10121,3,13,50,Gate,2,0.27964001864992033,True,1.6791000000000003
10122,3,13,50,Gate,3,0.4639608228836938,True,1.6629000000000003
10123,3,13,50,Gate,4,0.20159580646418082,True,1.6539
10124,3,13,50,Gate,5,0.46330962741645854,True,1.6370999999999996
10125,3,13,50,Gate,6,0.9999999999999613,True,1.6269000000000002
10126,3,13,50,Gate,7,0.09880981705710197,True,1.6268999999999996
10127,3,13,50,Gate,8,0.00014188844076371205,True,1.6070999999999998
10128,3,13,50,Gate,9,0.013201712579182744,True,1.5642
10129,3,13,50,Gate,10,7.13814774339353e-43,True,1.5366000000000002
10130,3,13,50,Gate,15,6.649796948016614e-36,True,1.1616
10131,3,13,50,Bay,15.0,0.21719769785476525,True,1.8411000000000002
10132,3,13,50,Bay,17.5,0.0011445644302647022,True,1.8234
10133,3,13,50,Bay,20.0,0.18946771105551163,True,1.779
10134,3,13,50,Bay,22.5,0.0009219096348975124,True,1.7622
10135,3,13,50,Bay,25.0,0.31209118595210017,True,1.716
10136,3,13,50,Bay,27.5,0.014415325693305463,True,1.7037000000000002
10137,3,13,50,Bay,30.0,0.14806152967635203,True,1.6731
10138,3,13,50,Bay,32.5,0.003551640682003087,True,1.6521
10139,3,13,50,Bay,35.0,0.005396270145713822,True,1.6103999999999998
10140,3,13,50,Bay,37.5,0.019701965860286663,True,1.5738000000000005
10141,3,13,50,Bay,40.0,0.14174464305891568,True,1.5453000000000003
10142,3,13,50,Bay,42.5,5.004478116512887e-05,True,1.5288000000000002
10143,3,13,50,Speed,35,1.4079524193961284e-23,True,1.4706
10144,3,13,50,Speed,45,5.713228209089603e-17,True,1.644
10145,3,13,50,Speed,55,7.603669224441915e-08,True,1.7286000000000001
10146,3,13,50,Speed,65,1.5437375074256365e-09,True,1.8153000000000001
10147,3,13,50,Speed,75,3.2621154320159446e-05,True,1.8758999999999995
10148,3,13,50,HoS,15,6.879612164018491e-17,True,1.7703
10149,3,13,50,HoS,16,3.409913089569573e-17,True,1.9407
10150,3,13,50,HoS,17,5.847963312377176e-16,True,2.0913
10151,3,13,50,HoS,18,4.3629868819613915e-18,True,2.2167
10152,3,13,50,Fleet,25,3.065122360676937e-55,True,0.8180999999999999
10153,3,13,50,Fleet,50,8.279159861994267e-54,True,1.6179000000000001
10154,3,13,50,Fleet,75,9.335021321021288e-43,True,2.0919000000000003
10155,3,13,50,Fleet,100,4.689622584723569e-13,True,2.2008
10156,3,13,50,Fleet,125,7.869663404247653e-05,True,2.2356
10157,3,13,50,Fleet,150,0.00036438173241706866,True,2.2481999999999998
10158,3,13,50,Fleet,175,0.18848273627912032,True,2.2494
10159,3,13,50,Fleet,200,0.5616437193486609,True,2.2497
10160,3,13,100,Gate,1,0.29134508561977374,False,1.2174
10161,3,13,100,Gate,2,0.06328320064678535,True,1.2320999999999998
10162,3,13,100,Gate,3,0.9664129319411036,False,1.2054
10163,3,13,100,Gate,4,0.9666285656312068,True,1.2059999999999997
10164,3,13,100,Gate,5,0.6376400218677214,True,1.2053999999999998
10165,3,13,100,Gate,6,0.5622437031034055,True,1.1979
10166,3,13,100,Gate,7,0.6742513610423795,True,1.1882999999999997
10167,3,13,100,Gate,8,0.5735421256966369,True,1.1816999999999998
10168,3,13,100,Gate,9,0.32751163079353585,True,1.1733000000000002
10169,3,13,100,Gate,10,7.471269985673111e-12,True,1.1595000000000002
10170,3,13,100,Gate,15,1.2549188576307633e-25,True,1.0527000000000002
10171,3,13,100,Bay,15.0,0.19928190937904983,True,1.3119
10172,3,13,100,Bay,17.5,0.0891198814011026,True,1.2936
10173,3,13,100,Bay,20.0,0.3154522196943778,True,1.2678
10174,3,13,100,Bay,22.5,0.05961147758524708,True,1.2534
10175,3,13,100,Bay,25.0,0.550027984763388,True,1.2293999999999998
10176,3,13,100,Bay,27.5,0.08469272641946708,True,1.2216
10177,3,13,100,Bay,30.0,0.36556154572434796,True,1.1988
10178,3,13,100,Bay,32.5,0.1134870484705436,True,1.1883000000000001
10179,3,13,100,Bay,35.0,0.5044229028568321,True,1.1685000000000003
10180,3,13,100,Bay,37.5,0.2331056195883839,True,1.1598
10181,3,13,100,Bay,40.0,0.16054456012750934,True,1.1444999999999999
10182,3,13,100,Bay,42.5,0.11763653187266554,True,1.1265
10183,3,13,100,Speed,35,1.294551695701705e-27,True,1.05
10184,3,13,100,Speed,45,4.5542450782066346e-20,True,1.2071999999999998
10185,3,13,100,Speed,55,7.262975805595395e-13,True,1.3215000000000001
10186,3,13,100,Speed,65,1.2168124776623328e-11,True,1.4291999999999996
10187,3,13,100,Speed,75,8.641247774150525e-10,True,1.5237000000000003
10188,3,13,100,HoS,15,1.9839685154540944e-14,True,1.3026000000000002
10189,3,13,100,HoS,16,2.791325099531337e-12,True,1.4090999999999998
10190,3,13,100,HoS,17,1.9645402482886232e-14,True,1.5315000000000003
10191,3,13,100,HoS,18,4.1332003139014475e-12,True,1.6479000000000001
10192,3,13,100,Fleet,25,1.3789590034248438e-43,True,0.597
10193,3,13,100,Fleet,50,1.402306464940386e-53,True,1.2042
10194,3,13,100,Fleet,75,9.026651178756908e-44,True,1.7478
10195,3,13,100,Fleet,100,5.186273666978693e-32,True,2.0690999999999997
10196,3,13,100,Fleet,125,8.228054641724263e-13,True,2.1590999999999996
10197,3,13,100,Fleet,150,0.0017158324950537456,True,2.1852
10198,3,13,100,Fleet,175,0.6496552924836789,True,2.1878999999999995
10199,3,13,100,Fleet,200,0.18815843568566884,True,2.1948
10200,3,13,150,Gate,1,0.6595731697350529,False,0.9627
10201,3,13,150,Gate,2,0.24601345469615857,True,0.9687000000000001
10202,3,13,150,Gate,3,0.6885119380524234,True,0.9528000000000001
10203,3,13,150,Gate,4,0.8500499054573558,False,0.9473999999999999
10204,3,13,150,Gate,5,0.39023705405569653,True,0.9500999999999998
10205,3,13,150,Gate,6,0.9797325172897111,False,0.9387
10206,3,13,150,Gate,7,0.7192601103615198,True,0.939
10207,3,13,150,Gate,8,0.9069708169401334,False,0.9345
10208,3,13,150,Gate,9,0.544633621539458,True,0.936
10209,3,13,150,Gate,10,0.002366681700546849,True,0.9281999999999999
10210,3,13,150,Gate,15,9.173629387741802e-11,True,0.8858999999999999
10211,3,13,150,Bay,15.0,0.013391524083448073,True,1.0338
10212,3,13,150,Bay,17.5,0.25042064630767935,True,1.0065
10213,3,13,150,Bay,20.0,0.44825153908059046,True,0.9941999999999999
10214,3,13,150,Bay,22.5,0.370256802653919,True,0.9861000000000002
10215,3,13,150,Bay,25.0,0.2462306131712033,True,0.9762000000000001
10216,3,13,150,Bay,27.5,0.7416281643875726,True,0.9633
10217,3,13,150,Bay,30.0,0.19002010992686913,True,0.9600000000000001
10218,3,13,150,Bay,32.5,0.2867451888847254,True,0.9461999999999998
10219,3,13,150,Bay,35.0,0.2861430177200422,True,0.9348
10220,3,13,150,Bay,37.5,0.7192204189078669,True,0.9243
10221,3,13,150,Bay,40.0,0.31603753428605985,True,0.9207
10222,3,13,150,Bay,42.5,0.15947757621580233,True,0.9105000000000001
10223,3,13,150,Speed,35,1.3887836101649133e-20,True,0.7983
10224,3,13,150,Speed,45,1.1890145361338531e-21,True,0.9440999999999999
10225,3,13,150,Speed,55,8.968524556494603e-15,True,1.0515
10226,3,13,150,Speed,65,5.4799405389814366e-15,True,1.1607
10227,3,13,150,Speed,75,1.6625671790755247e-10,True,1.2473999999999998
10228,3,13,150,HoS,15,1.0427543201338916e-11,True,1.0344000000000002
10229,3,13,150,HoS,16,1.6473281988703255e-10,True,1.1150999999999998
10230,3,13,150,HoS,17,3.302140057781288e-09,True,1.2045
10231,3,13,150,HoS,18,1.6806255792886694e-08,True,1.2933
10232,3,13,150,Fleet,25,2.7634660631856103e-36,True,0.4695
10233,3,13,150,Fleet,50,1.5514804572679497e-41,True,0.9410999999999998
10234,3,13,150,Fleet,75,5.694888980403243e-40,True,1.3923
10235,3,13,150,Fleet,100,5.83668147340903e-39,True,1.8257999999999996
10236,3,13,150,Fleet,125,4.623300091029018e-26,True,2.0532
10237,3,13,150,Fleet,150,2.3833220542557744e-05,True,2.0892000000000004
10238,3,13,150,Fleet,175,0.5108802158983108,True,2.0934000000000004
10239,3,13,150,Fleet,200,0.5802734301820334,True,2.0967000000000002
10240,3,13,200,Gate,1,0.8220331480172841,True,0.7842000000000001
10241,3,13,200,Gate,2,0.8731517196116243,True,0.7815000000000001
10242,3,13,200,Gate,3,0.744138644142557,True,0.7797000000000001
10243,3,13,200,Gate,4,0.564451268124512,True,0.7761
10244,3,13,200,Gate,5,0.8260444117385339,False,0.7695000000000001
10245,3,13,200,Gate,6,0.8843690370736624,False,0.7722
10246,3,13,200,Gate,7,0.44999887804067984,True,0.7740000000000001
10247,3,13,200,Gate,8,0.7933689019353151,True,0.765
10248,3,13,200,Gate,9,0.8689355901225106,True,0.7617
10249,3,13,200,Gate,10,0.050358168510260606,True,0.7595999999999999
10250,3,13,200,Gate,15,0.00020416970390948273,True,0.7373999999999999
10251,3,13,200,Bay,15.0,0.07562868983656543,True,0.8429999999999997
10252,3,13,200,Bay,17.5,0.49568492049080937,True,0.8220000000000002
10253,3,13,200,Bay,20.0,0.6707414389088763,True,0.8141999999999998
10254,3,13,200,Bay,22.5,0.4605336604066341,True,0.8093999999999999
10255,3,13,200,Bay,25.0,0.3876876785448794,True,0.8007000000000002
10256,3,13,200,Bay,27.5,0.7007942708345988,True,0.7911000000000001
10257,3,13,200,Bay,30.0,0.6042209945787824,True,0.7868999999999998
10258,3,13,200,Bay,32.5,0.6667778980892516,True,0.7812000000000001
10259,3,13,200,Bay,35.0,0.16295700963718138,True,0.7767
10260,3,13,200,Bay,37.5,0.9474532062632174,True,0.7625999999999998
10261,3,13,200,Bay,40.0,0.3135906688460321,True,0.762
10262,3,13,200,Bay,42.5,0.9999999999999806,False,0.7523999999999998
10263,3,13,200,Speed,35,2.5554731035179847e-20,True,0.6585
10264,3,13,200,Speed,45,2.4656063737574065e-15,True,0.7790999999999999
10265,3,13,200,Speed,55,1.0103975939858558e-11,True,0.8823000000000001
10266,3,13,200,Speed,65,1.1901626940404183e-12,True,0.9867
10267,3,13,200,Speed,75,2.8751001050580085e-10,True,1.0766999999999998
10268,3,13,200,HoS,15,8.090070000989985e-09,True,0.8562000000000001
10269,3,13,200,HoS,16,6.9859091154558735e-09,True,0.9303000000000001
10270,3,13,200,HoS,17,2.1249279175463067e-09,True,1.0026000000000002
10271,3,13,200,HoS,18,4.702156635742337e-12,True,1.0778999999999999
10272,3,13,200,Fleet,25,5.474284825258915e-41,True,0.38370000000000004
10273,3,13,200,Fleet,50,3.3608813981297297e-43,True,0.7773000000000001
10274,3,13,200,Fleet,75,8.821825612901255e-37,True,1.1649
10275,3,13,200,Fleet,100,4.305319735437112e-35,True,1.5381
10276,3,13,200,Fleet,125,1.4898095593554792e-30,True,1.8585
10277,3,13,200,Fleet,150,9.132907070289915e-13,True,1.9767
10278,3,13,200,Fleet,175,0.2716922901338625,True,1.9874999999999998
10279,3,13,200,Fleet,200,0.8003877930416975,True,1.9898999999999998
10280,3,13,300,Gate,1,0.3043553936966699,True,0.6225
10281,3,13,300,Gate,2,0.73419201379648,False,0.6138000000000001
10282,3,13,300,Gate,3,0.5090504613911293,True,0.6167999999999999
10283,3,13,300,Gate,4,0.8643646883346237,True,0.6111
10284,3,13,300,Gate,5,0.6401661977110242,True,0.6096
10285,3,13,300,Gate,6,0.9128991344461277,False,0.6053999999999999
10286,3,13,300,Gate,7,0.9188542761637171,True,0.6063
10287,3,13,300,Gate,8,0.9197141601916098,False,0.6053999999999999
10288,3,13,300,Gate,9,0.4002815467347256,True,0.6063
10289,3,13,300,Gate,10,0.3509931877332785,True,0.5993999999999999
10290,3,13,300,Gate,15,0.007945661225733062,True,0.5915999999999999
10291,3,13,300,Bay,15.0,0.7529696620442421,True,0.651
10292,3,13,300,Bay,17.5,0.46751912521691164,True,0.648
10293,3,13,300,Bay,20.0,0.4010233230710897,True,0.6407999999999999
10294,3,13,300,Bay,22.5,0.8478806281593726,False,0.6323999999999999
10295,3,13,300,Bay,25.0,0.42168674099756165,True,0.6342
10296,3,13,300,Bay,27.5,0.8159227968706062,True,0.627
