,Iteration,Group,Flow,Flow_MMgal,Trips_Per_Truck,Gate_Queue_Wait,Driving_Time
386,35,Evansville,855000.0,0.855,2.969,0.0,4.224
387,35,Greenville,720000.0,0.72,1.039,1.937,4.866
388,35,Jonesboro,828000.0,0.828,1.804,0.055,5.657
389,35,Memphis,3249000.0,3.249,1.851,0.797,4.307
390,35,Owensboro,702000.0,0.702,3.0,0.019,4.31
391,35,Paducah,639000.0,0.639,1.69,0.772,3.607
392,35,Princeton,324000.0,0.324,2.571,0.076,3.54
393,35,Robinson,441000.0,0.441,2.227,0.006,5.626
394,35,St. Louis,3447000.0,3.447,1.717,1.83,1.954
395,35,Wood River,567000.0,0.567,3.15,0.0,4.78
396,36,Cape Girardeau,792000.0,0.792,2.256,0.11,4.909
397,36,Evansville,819000.0,0.819,2.844,0.0,4.065
398,36,Greenville,675000.0,0.675,1.014,1.959,4.754
399,36,Jonesboro,819000.0,0.819,1.784,0.088,6.059
400,36,Memphis,3276000.0,3.276,1.848,1.028,3.836
401,36,Owensboro,756000.0,0.756,3.231,0.017,4.554
402,36,Paducah,639000.0,0.639,1.69,0.713,3.582
403,36,Princeton,324000.0,0.324,2.571,0.046,4.058
404,36,Robinson,450000.0,0.45,2.273,0.01,5.447
405,36,St. Louis,3429000.0,3.429,1.716,1.871,1.991
406,36,Wood River,612000.0,0.612,3.4,0.0,4.596
407,37,Cape Girardeau,765000.0,0.765,2.179,0.131,4.817
408,37,Evansville,837000.0,0.837,2.906,0.0,4.12
409,37,Greenville,702000.0,0.702,1.04,1.837,4.686
410,37,Jonesboro,792000.0,0.792,1.725,0.085,5.354
411,37,Memphis,3339000.0,3.339,1.893,0.876,4.232
412,37,Owensboro,747000.0,0.747,3.192,0.011,4.454
413,37,Paducah,657000.0,0.657,1.738,0.594,3.763
414,37,Princeton,342000.0,0.342,2.714,0.104,3.868
415,37,Robinson,405000.0,0.405,2.045,0.011,5.169
416,37,St. Louis,3411000.0,3.411,1.715,1.967,1.804
417,37,Wood River,558000.0,0.558,3.1,0.0,4.648
418,38,Cape Girardeau,774000.0,0.774,2.205,0.091,5.02
419,38,Evansville,828000.0,0.828,2.875,0.0,4.687
420,38,Greenville,720000.0,0.72,1.081,2.345,4.296
421,38,Jonesboro,900000.0,0.9,1.961,0.036,5.514
422,38,Memphis,3330000.0,3.33,1.888,1.005,3.949
423,38,Owensboro,729000.0,0.729,3.115,0.022,4.484
424,38,Paducah,648000.0,0.648,1.714,0.796,3.602
425,38,Princeton,315000.0,0.315,2.5,0.12,3.699
426,38,Robinson,450000.0,0.45,2.273,0.0,5.525
427,38,St. Louis,3411000.0,3.411,1.7,1.941,1.931
428,38,Wood River,594000.0,0.594,3.3,0.0,4.96
429,39,Cape Girardeau,765000.0,0.765,2.179,0.095,4.889
430,39,Evansville,783000.0,0.783,2.719,0.0,4.137
431,39,Greenville,738000.0,0.738,1.065,1.886,4.353
432,39,Jonesboro,828000.0,0.828,1.804,0.056,5.47
433,39,Memphis,3366000.0,3.366,1.908,0.9,4.054
434,39,Owensboro,729000.0,0.729,3.115,0.023,3.94
435,39,Paducah,657000.0,0.657,1.738,0.753,3.749
436,39,Princeton,333000.0,0.333,2.643,0.096,3.916
437,39,Robinson,459000.0,0.459,2.318,0.011,5.552
438,39,St. Louis,3384000.0,3.384,1.686,1.869,1.936
439,39,Wood River,531000.0,0.531,2.95,0.0,4.828
440,40,Cape Girardeau,792000.0,0.792,2.256,0.079,4.985
441,40,Evansville,837000.0,0.837,2.906,0.0,3.823
